Id,Sales
1,4279.0
2,7586.0
3,9721.0
4,7407.0
5,7293.0
6,6019.0
7,6979.0
8,7891.0
9,5329.0
10,5268.0
11,6889.0
12,8585.0
13,7343.0
14,8618.0
15,5755.0
16,4466.0
17,5588.0
18,9878.0
19,9980.0
20,10122.0
21,7997.0
22,4739.0
23,5696.0
24,4150.0
25,7805.0
26,9943.0
27,10070.0
28,5451.0
29,4965.0
30,4376.0
31,5934.0
32,10741.0
33,6460.0
34,4846.0
35,5418.0
36,7551.0
37,3457.0
38,7286.0
39,4111.0
40,6820.0
41,6914.0
42,5422.0
43,7389.0
44,7391.0
45,5070.0
46,6633.0
47,7924.0
48,11561.0
49,5957.0
50,8811.0
51,7415.0
52,8847.0
53,6559.0
54,8530.0
55,4369.0
56,5123.0
57,6136.0
58,5877.0
59,8632.0
60,8059.0
61,6017.0
62,7784.0
63,6767.0
64,9118.0
65,3865.0
66,12756.0
67,4899.0
68,5879.0
69,8546.0
70,4802.0
71,6093.0
72,5360.0
73,7433.0
74,5861.0
75,5443.0
76,7733.0
77,7986.0
78,6577.0
79,5159.0
80,7239.0
81,11311.0
82,6655.0
83,4692.0
84,7155.0
85,5779.0
86,4659.0
87,7367.0
88,4445.0
89,8399.0
90,5970.0
91,6718.0
92,6838.0
93,4070.0
94,4808.0
95,5085.0
96,8441.0
97,8189.0
98,5103.0
99,4715.0
100,7501.0
101,5901.0
102,6040.0
103,7188.0
104,6761.0
105,7699.0
106,5772.0
107,4501.0
108,6626.0
109,8028.0
110,7935.0
111,8964.0
112,8028.0
113,6103.0
114,8958.0
115,5851.0
116,6635.0
117,9333.0
118,6532.0
119,10236.0
120,7953.0
121,7610.0
122,5667.0
123,7093.0
124,8225.0
125,6430.0
126,3440.0
127,5393.0
128,7897.0
129,5153.0
130,3591.0
131,8829.0
132,6390.0
133,5302.0
134,6203.0
135,5400.0
136,7422.0
137,6940.0
138,6722.0
139,5317.0
140,4436.0
141,6300.0
142,3723.0
143,5918.0
144,5352.0
145,8253.0
146,7075.0
147,6136.0
148,12531.0
149,5260.0
150,4881.0
151,10987.0
152,6851.0
153,8609.0
154,7229.0
155,5145.0
156,6418.0
157,5610.0
158,8678.0
159,11851.0
160,7278.0
161,3081.0
162,5078.0
163,9312.0
164,8689.0
165,6005.0
166,6683.0
167,4890.0
168,5257.0
169,3380.0
170,5114.0
171,6407.0
172,7489.0
173,7096.0
174,7089.0
175,8324.0
176,9638.0
177,8114.0
178,5016.0
179,9644.0
180,9702.0
181,5784.0
182,7675.0
183,5554.0
184,6791.0
185,4043.0
186,7296.0
187,5559.0
188,9788.0
189,7430.0
190,8567.0
191,8109.0
192,5926.0
193,8471.0
194,18128.0
195,10056.0
196,5517.0
197,2618.0
198,6241.0
199,8640.0
200,5693.0
201,12223.0
202,20191.0
203,3817.0
204,5200.0
205,9763.0
206,5481.0
207,9036.0
208,6881.0
209,7767.0
210,4912.0
211,6116.0
212,6310.0
213,7465.0
214,9594.0
215,6423.0
216,6086.0
217,7583.0
218,5359.0
219,5321.0
220,8031.0
221,5801.0
222,5540.0
223,7310.0
224,6894.0
225,5878.0
226,7234.0
227,7541.0
228,8455.0
229,6882.0
230,8186.0
231,6200.0
232,3842.0
233,7381.0
234,6733.0
235,6222.0
236,4149.0
237,9020.0
238,7155.0
239,9930.0
240,7081.0
241,5722.0
242,5228.0
243,4527.0
244,10048.0
245,5361.0
246,7611.0
247,15693.0
248,7610.0
249,8211.0
250,5880.0
251,5025.0
252,7261.0
253,4149.0
254,5765.0
255,10849.0
256,5011.0
257,16131.0
258,13688.0
259,5203.0
260,7303.0
261,5697.0
262,6965.0
263,5441.0
264,12110.0
265,7374.0
266,10646.0
267,4327.0
268,7706.0
269,5491.0
270,8791.0
271,7153.0
272,6177.0
273,6512.0
274,6139.0
275,8258.0
276,9877.0
277,5895.0
278,10154.0
279,6439.0
280,10092.0
281,5693.0
282,5528.0
283,5672.0
284,10561.0
285,6374.0
286,7757.0
287,6873.0
288,8694.0
289,4361.0
290,9128.0
291,7222.0
292,4170.0
293,13660.0
294,18526.0
295,7452.0
296,7088.0
297,9385.0
298,10814.0
299,11416.0
300,5671.0
301,7685.0
302,6058.0
303,8595.0
304,4235.0
305,6546.0
306,5671.0
307,5764.0
308,7645.0
309,5256.0
310,4862.0
311,7268.0
312,3801.0
313,4858.0
314,6447.0
315,6743.0
316,9540.0
317,8590.0
318,7360.0
319,6338.0
320,6463.0
321,11832.0
322,7683.0
323,5520.0
324,4890.0
325,8556.0
326,4870.0
327,7043.0
328,3183.0
329,5481.0
330,9154.0
331,6191.0
332,5853.0
333,9270.0
334,10108.0
335,12377.0
336,6211.0
337,8892.0
338,2886.0
339,5061.0
340,6406.0
341,4350.0
342,8139.0
343,4727.0
344,4941.0
345,8751.0
346,11116.0
347,10548.0
348,5602.0
349,5138.0
350,9592.0
351,7374.0
352,6296.0
353,5200.0
354,7532.0
355,9976.0
356,4135.0
357,6227.0
358,8210.0
359,8351.0
360,13333.0
361,5239.0
362,13217.0
363,6884.0
364,5299.0
365,3905.0
366,6046.0
367,6165.0
368,6017.0
369,7506.0
370,5185.0
371,4579.0
372,7341.0
373,3549.0
374,7553.0
375,6993.0
376,7698.0
377,9017.0
378,5541.0
379,9267.0
380,6202.0
381,5513.0
382,5938.0
383,5201.0
384,11000.0
385,6441.0
386,4873.0
387,7245.0
388,8889.0
389,7640.0
390,6069.0
391,8635.0
392,5443.0
393,5841.0
394,6008.0
395,8836.0
396,6652.0
397,6756.0
398,6260.0
399,5224.0
400,4161.0
401,5270.0
402,8544.0
403,8596.0
404,10482.0
405,11307.0
406,8628.0
407,6974.0
408,5400.0
409,10343.0
410,11083.0
411,8062.0
412,8885.0
413,8197.0
414,6186.0
415,4019.0
416,11142.0
417,6661.0
418,6845.0
419,6295.0
420,2911.0
421,12295.0
422,6309.0
423,5175.0
424,5030.0
425,5492.0
426,6161.0
427,8743.0
428,7069.0
429,5318.0
430,5260.0
431,4141.0
432,3460.0
433,6934.0
434,17161.0
435,4593.0
436,5920.0
437,6854.0
438,5353.0
439,5199.0
440,5045.0
441,3920.0
442,7013.0
443,6984.0
444,4041.0
445,9233.0
446,5834.0
447,5007.0
448,10321.0
449,7635.0
450,10098.0
451,5869.0
452,6659.0
453,4780.0
454,5321.0
455,14643.0
456,10712.0
457,6648.0
458,5709.0
459,5148.0
460,6076.0
461,5606.0
462,11734.0
463,4966.0
464,5445.0
465,7674.0
466,4662.0
467,6457.0
468,7425.0
469,6783.0
470,7625.0
471,4437.0
472,5354.0
473,6835.0
474,9084.0
475,8378.0
476,7055.0
477,4539.0
478,7713.0
479,5797.0
480,4683.0
481,7248.0
482,7309.0
483,6494.0
484,6562.0
485,6244.0
486,6666.0
487,5990.0
488,7355.0
489,5877.0
490,6242.0
491,9911.0
492,5624.0
493,4706.0
494,12210.0
495,6342.0
496,3493.0
497,7647.0
498,9203.0
499,11398.0
500,5130.0
501,6053.0
502,5990.0
503,7327.0
504,6162.0
505,8953.0
506,3246.0
507,6854.0
508,6176.0
509,5590.0
510,5500.0
511,6894.0
512,8007.0
513,5828.0
514,8527.0
515,7533.0
516,8777.0
517,4955.0
518,6528.0
519,6857.0
520,8638.0
521,7709.0
522,4774.0
523,8780.0
524,6664.0
525,7266.0
526,4103.0
527,4225.0
528,8773.0
529,6111.0
530,9043.0
531,6981.0
532,5819.0
533,8594.0
534,6690.0
535,7007.0
536,8474.0
537,6066.0
538,9555.0
539,10789.0
540,7665.0
541,5079.0
542,5847.0
543,3941.0
544,0.0
545,8253.0
546,5415.0
547,8914.0
548,4252.0
549,5584.0
550,6033.0
551,9857.0
552,4960.0
553,5149.0
554,5940.0
555,7622.0
556,5304.0
557,7918.0
558,7585.0
559,8337.0
560,8101.0
561,6961.0
562,6037.0
563,4650.0
564,4816.0
565,10993.0
566,9482.0
567,7679.0
568,14126.0
569,5580.0
570,4932.0
571,6335.0
572,8513.0
573,10765.0
574,7148.0
575,8392.0
576,8258.0
577,7633.0
578,7192.0
579,5705.0
580,4733.0
581,4571.0
582,3997.0
583,5355.0
584,8573.0
585,17617.0
586,7254.0
587,4980.0
588,7446.0
589,4200.0
590,6082.0
591,4129.0
592,9314.0
593,6697.0
594,6283.0
595,13370.0
596,11305.0
597,6486.0
598,6566.0
599,4013.0
600,5022.0
601,5209.0
602,8532.0
603,4758.0
604,4115.0
605,5773.0
606,5418.0
607,7033.0
608,7566.0
609,3061.0
610,7025.0
611,8581.0
612,7348.0
613,4961.0
614,3895.0
615,8267.0
616,4424.0
617,9738.0
618,4533.0
619,4958.0
620,7266.0
621,5618.0
622,4531.0
623,5340.0
624,7059.0
625,9384.0
626,9499.0
627,5599.0
628,4081.0
629,5663.0
630,6870.0
631,4792.0
632,6299.0
633,5996.0
634,12327.0
635,7748.0
636,6219.0
637,7835.0
638,4931.0
639,9442.0
640,6146.0
641,13006.0
642,6283.0
643,5145.0
644,5135.0
645,4137.0
646,6808.0
647,19380.0
648,4142.0
649,4222.0
650,10264.0
651,5677.0
652,7410.0
653,7843.0
654,5985.0
655,5176.0
656,4439.0
657,9772.0
658,5954.0
659,7547.0
660,7488.0
661,4540.0
662,7024.0
663,6405.0
664,3895.0
665,8792.0
666,8552.0
667,4230.0
668,7789.0
669,7235.0
670,4808.0
671,9789.0
672,6616.0
673,8134.0
674,4783.0
675,4596.0
676,6392.0
677,0.0
678,8116.0
679,3960.0
680,6845.0
681,5080.0
682,6215.0
683,5985.0
684,7268.0
685,6854.0
686,8230.0
687,5984.0
688,7200.0
689,6206.0
690,8531.0
691,9648.0
692,6756.0
693,3786.0
694,5773.0
695,7348.0
696,3746.0
697,11341.0
698,5476.0
699,7256.0
700,11756.0
701,7226.0
702,3946.0
703,14152.0
704,9514.0
705,5007.0
706,9093.0
707,10225.0
708,6424.0
709,5651.0
710,6977.0
711,5409.0
712,5886.0
713,7020.0
714,4860.0
